company_id,position,profile_picture,description,tel_num,qualifications,gpa,start_date,end_date,is_active
722,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-784-0588,Systems & Network Administration,3.48,2021/7/20,2022/7/20,True
538,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-935-7084,Cybersecurity,3.36,2021/1/17,2021/1/17,False
1452,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-676-2693,Computer Engineering,3.06,2021/5/13,2022/5/13,False
784,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-773-2086,Computer Engineering,2.81,2021/11/3,2021/11/3,True
419,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-550-5453,Computer Science,3.01,2021/1/19,2022/1/19,False
1120,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-745-3686,Information Technology,3.37,2021/6/9,2022/6/9,True
805,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-812-7530,Computer Engineering,3.01,2021/10/5,2022/10/5,True
1018,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-254-8479,Computer Science,3.38,2021/12/7,2022/12/7,False
1094,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-537-5517,Computer Science,2.58,2021/12/7,2022/12/7,False
1124,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-809-9894,Information Technology,2.15,2021/7/17,2022/7/17,False
596,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-572-1345,Cybersecurity,2.5,2021/7/28,2022/7/28,False
686,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-075-4598,Information Technology,3.78,2021/8/26,2022/8/26,False
904,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-056-7744,Computer Science,3.87,2021/2/19,2022/2/19,True
1347,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-858-1463,Information Science,3.96,2021/2/12,2021/2/12,False
1302,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-049-8192,Information Science,2.06,2021/1/12,2022/1/12,False
387,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-382-6590,Cybersecurity,3.09,2021/3/18,2021/3/18,True
903,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-070-6995,Information Systems,2.72,2021/8/22,2021/8/22,True
1436,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-272-8908,Cybersecurity,2.82,2021/12/22,2022/12/22,False
818,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-550-3387,Systems & Network Administration,3.36,2021/1/26,2021/1/26,True
775,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-760-4431,Cybersecurity,3.8,2021/10/6,2021/10/6,True
1145,Front End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-205-4849,Cybersecurity,2.6,2021/6/1,2022/6/1,False
1162,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-423-0200,Information Science,2.81,2021/9/13,2021/9/13,False
1110,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-008-0423,Information Science,2.64,2021/4/24,2021/4/24,True
373,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-862-1530,Information Technology,3.43,2021/12/13,2021/12/13,False
513,Data Analysts,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-791-7170,Computer Engineering,3.64,2021/11/20,2021/11/20,True
1078,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-759-7406,Cybersecurity,3.82,2021/8/21,2021/8/21,False
1221,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-276-7027,Information Systems,3.11,2021/4/19,2021/4/19,False
652,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-761-2532,Computer Engineering,3.12,2021/11/24,2021/11/24,False
1262,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-210-0723,Information Technology,3.31,2021/4/15,2022/4/15,False
1166,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-672-6733,Systems & Network Administration,2.89,2021/7/20,2021/7/20,True
553,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-777-9644,Information Technology,3.69,2021/11/21,2022/11/21,False
420,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-442-4047,Information Technology,3.43,2021/8/9,2021/8/9,False
689,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-971-0891,Information Science,3.11,2021/10/4,2022/10/4,False
900,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-785-6635,Information Technology,3.12,2021/8/4,2021/8/4,True
1448,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-087-0426,Information Systems,2.83,2021/5/27,2021/5/27,True
632,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-346-8131,Systems & Network Administration,3.41,2021/11/14,2022/11/14,True
1133,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-266-0100,Computer Engineering,2.6,2021/10/7,2022/10/7,True
1325,Network Analyst,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-691-2860,Computer Science,3.64,2021/7/9,2021/7/9,True
432,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-525-4995,Computer Engineering,3.29,2021/9/22,2022/9/22,False
798,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-464-3754,Information Systems,3.8,2021/7/10,2021/7/10,True
1425,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-036-7757,Cybersecurity,2.9,2021/5/21,2021/5/21,True
661,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-133-1460,Computer Engineering,2.81,2021/4/28,2022/4/28,True
908,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-872-6745,Information Technology,2.46,2021/2/12,2022/2/12,False
1036,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-164-0693,Systems & Network Administration,3.65,2021/2/4,2022/2/4,False
397,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-943-5461,Information Systems,2.29,2021/2/10,2021/2/10,True
782,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-573-4055,Cybersecurity,2.74,2021/9/24,2022/9/24,True
916,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-190-1500,Cybersecurity,2.25,2021/3/1,2022/3/1,False
1148,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-662-2537,Computer Engineering,3.41,2021/9/27,2022/9/27,False
613,Software Engineer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-680-8015,Cybersecurity,3.33,2021/9/9,2022/9/9,False
449,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-361-1166,Information Technology,2.1,2021/12/7,2021/12/7,False
944,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-390-9740,Information Technology,2.65,2021/2/13,2022/2/13,True
1428,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-500-0790,Computer Science,3.15,2021/3/15,2021/3/15,True
452,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-409-3244,Information Technology,3.89,2021/8/18,2022/8/18,True
1121,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-842-9598,Computer Science,3.17,2021/12/11,2021/12/11,True
1042,Data Analysts,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-093-8170,Information Systems,2.47,2021/5/26,2022/5/26,True
584,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-936-1620,Information Systems,2.12,2021/6/7,2021/6/7,False
1350,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-602-4676,Information Technology,2.34,2021/7/25,2022/7/25,True
411,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-728-4888,Computer Science,3.28,2021/6/26,2021/6/26,False
1101,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-521-5558,Information Systems,3.09,2021/4/4,2021/4/4,False
1219,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-210-3780,Information Systems,2.41,2021/2/13,2022/2/13,True
791,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-792-7629,Information Technology,3.07,2021/5/18,2022/5/18,True
777,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-186-8027,Systems & Network Administration,2.98,2021/1/14,2022/1/14,False
1411,Software Engineer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-897-2554,Computer Science,3.0,2021/7/14,2021/7/14,False
483,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-858-8677,Cybersecurity,2.87,2021/3/23,2022/3/23,False
385,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-972-2180,Computer Science,2.22,2021/5/17,2022/5/17,True
351,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-788-2871,Information Technology,3.06,2021/1/17,2022/1/17,False
539,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-433-6873,Information Systems,2.47,2021/2/28,2022/2/28,False
783,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-648-9755,Computer Science,2.97,2021/6/25,2022/6/25,False
659,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-380-7237,Information Systems,2.92,2021/2/14,2022/2/14,False
1377,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-185-7631,Computer Science,2.23,2021/4/22,2021/4/22,False
573,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-741-8300,Computer Science,2.88,2021/9/25,2021/9/25,False
1200,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-822-9743,Computer Engineering,3.32,2021/12/24,2022/12/24,False
962,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-745-1612,Information Systems,2.26,2021/3/15,2021/3/15,False
560,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-163-3250,Computer Engineering,2.92,2021/1/5,2021/1/5,False
368,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-964-0396,Information Technology,2.56,2021/10/3,2021/10/3,True
1177,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-976-7767,Systems & Network Administration,2.83,2021/10/16,2022/10/16,False
1100,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-980-7564,Systems & Network Administration,2.93,2021/2/17,2021/2/17,True
1251,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-657-7008,Systems & Network Administration,2.29,2021/9/12,2022/9/12,False
1432,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-827-9769,Information Science,3.0,2021/8/17,2021/8/17,True
1175,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-048-1052,Computer Engineering,3.18,2021/9/2,2022/9/2,False
481,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-733-8150,Computer Engineering,2.02,2021/1/18,2021/1/18,False
1208,Full Stack Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-999-5874,Computer Engineering,3.53,2021/4/19,2022/4/19,False
1058,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-400-7214,Computer Science,2.55,2021/2/22,2022/2/22,False
1119,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-119-7546,Systems & Network Administration,3.74,2021/8/13,2021/8/13,True
384,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-814-0534,Cybersecurity,3.56,2021/8/26,2021/8/26,True
887,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-755-3322,Computer Science,3.25,2021/1/16,2022/1/16,True
1113,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-176-2199,Systems & Network Administration,2.52,2021/3/14,2021/3/14,False
970,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-436-7735,Information Technology,3.26,2021/4/27,2022/4/27,False
841,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-909-2011,Information Systems,3.89,2021/8/10,2021/8/10,False
1236,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-869-9629,Cybersecurity,2.32,2021/3/6,2021/3/6,True
1111,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-130-0377,Computer Engineering,3.37,2021/12/15,2021/12/15,True
489,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-204-7378,Information Technology,3.17,2021/6/7,2021/6/7,True
1008,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-434-9215,Information Science,2.59,2021/12/9,2022/12/9,False
861,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-082-1680,Computer Science,2.14,2021/5/28,2022/5/28,True
574,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-966-4082,Information Science,2.99,2021/2/26,2021/2/26,False
711,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-823-1770,Systems & Network Administration,3.77,2021/10/17,2021/10/17,True
545,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-449-7307,Information Technology,3.0,2021/10/27,2021/10/27,False
1075,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-893-0526,Information Technology,2.66,2021/8/12,2022/8/12,False
946,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-581-9388,Information Technology,2.34,2021/9/23,2021/9/23,False
1214,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-853-7313,Computer Engineering,3.54,2021/11/10,2021/11/10,True
1082,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-308-6066,Cybersecurity,3.56,2021/11/27,2021/11/27,True
715,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-295-3034,Cybersecurity,3.85,2021/5/27,2022/5/27,False
1399,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-644-8015,Cybersecurity,3.75,2021/11/16,2022/11/16,True
724,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-294-3781,Information Science,3.04,2021/11/15,2021/11/15,True
774,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-997-6468,Information Technology,3.38,2021/3/23,2021/3/23,True
1443,Software Engineer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-439-6651,Computer Science,2.98,2021/4/18,2021/4/18,True
878,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-122-8411,Systems & Network Administration,2.49,2021/2/24,2021/2/24,True
1431,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-552-0950,Information Science,3.9,2021/4/22,2022/4/22,False
376,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-752-7202,Information Technology,2.67,2021/11/21,2022/11/21,False
619,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-307-0499,Information Science,2.4,2021/6/12,2021/6/12,True
556,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-791-5921,Information Science,2.51,2021/10/2,2021/10/2,True
1252,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-801-2651,Systems & Network Administration,2.54,2021/9/19,2022/9/19,True
366,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-436-1956,Information Systems,3.3,2021/5/18,2021/5/18,False
886,Front End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-226-0986,Computer Science,3.8,2021/9/27,2021/9/27,False
486,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-623-7705,Cybersecurity,2.71,2021/2/7,2022/2/7,True
1073,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-569-2328,Information Technology,2.03,2021/11/25,2022/11/25,False
1274,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-048-4662,Information Science,3.92,2021/12/5,2021/12/5,True
1421,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-445-1098,Systems & Network Administration,2.87,2021/1/27,2021/1/27,True
1019,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-105-5656,Cybersecurity,2.77,2021/1/6,2021/1/6,True
1000,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-401-1711,Information Science,3.91,2021/1/7,2022/1/7,False
1244,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-039-6486,Information Technology,2.45,2021/2/8,2022/2/8,True
1139,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-828-3573,Information Technology,2.45,2021/12/27,2022/12/27,False
706,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-728-8416,Information Systems,3.15,2021/5/14,2022/5/14,True
1260,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-540-7561,Information Technology,2.2,2021/3/17,2022/3/17,False
585,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-219-1013,Computer Engineering,3.75,2021/1/27,2021/1/27,True
495,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-695-2387,Information Technology,3.3,2021/2/28,2021/2/28,False
896,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-840-2270,Computer Science,2.54,2021/8/18,2022/8/18,False
830,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-633-9652,Cybersecurity,2.14,2021/10/20,2021/10/20,False
754,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-146-0633,Computer Science,3.03,2021/3/12,2022/3/12,False
702,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-791-6347,Information Technology,2.76,2021/12/22,2022/12/22,False
429,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-973-9543,Information Technology,2.37,2021/2/14,2021/2/14,False
467,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-042-4210,Information Technology,2.25,2021/12/28,2021/12/28,False
430,Data Analysts,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-841-5028,Information Science,2.46,2021/7/12,2021/7/12,True
680,Data Analysts,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-214-3090,Information Science,3.93,2021/9/13,2021/9/13,False
409,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-308-3374,Information Systems,2.91,2021/6/9,2022/6/9,False
1022,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-680-5679,Information Technology,3.84,2021/7/6,2022/7/6,True
393,Network Analyst,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-427-1770,Information Systems,2.22,2021/12/24,2022/12/24,True
1168,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-907-1466,Computer Science,3.51,2021/2/25,2021/2/25,True
374,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-844-2372,Cybersecurity,2.46,2021/3/7,2021/3/7,True
820,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-465-1244,Computer Engineering,3.53,2021/8/27,2021/8/27,False
1097,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-811-8191,Systems & Network Administration,2.99,2021/6/4,2021/6/4,False
674,Full Stack Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-220-7696,Cybersecurity,2.51,2021/5/4,2021/5/4,False
792,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-354-1157,Systems & Network Administration,2.12,2021/4/20,2021/4/20,False
655,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-809-5826,Information Systems,2.48,2021/6/8,2022/6/8,True
875,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-507-2573,Computer Engineering,2.79,2021/3/4,2022/3/4,True
1117,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-486-6470,Cybersecurity,2.3,2021/12/23,2021/12/23,True
1323,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-729-5131,Information Technology,3.87,2021/2/14,2021/2/14,True
750,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-244-5885,Information Technology,2.86,2021/9/5,2022/9/5,True
347,Software Engineer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-166-3641,Information Science,2.2,2021/10/2,2021/10/2,False
988,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-384-9646,Computer Science,3.47,2021/9/4,2022/9/4,False
871,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-220-1054,Information Science,3.12,2021/9/5,2022/9/5,False
1165,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-346-9472,Systems & Network Administration,2.9,2021/8/21,2022/8/21,False
417,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-561-1191,Information Science,2.16,2021/12/9,2021/12/9,True
705,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-544-8150,Information Technology,3.17,2021/12/24,2022/12/24,True
1418,Network Analyst,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-357-5051,Information Technology,2.98,2021/5/20,2021/5/20,True
456,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-481-4992,Systems & Network Administration,2.59,2021/9/14,2021/9/14,True
462,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-871-5972,Information Technology,3.02,2021/12/11,2021/12/11,True
835,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-279-2917,Information Technology,3.26,2021/6/27,2022/6/27,False
1258,Front End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-955-2977,Cybersecurity,2.51,2021/10/16,2022/10/16,False
650,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-842-4586,Cybersecurity,3.21,2021/8/27,2021/8/27,True
