internship_id,street,parish,city
507,103 Roanoke Private,St. Ann,San Mateo
1122,388 Halleck Street,Portland,Apple Valley
481,1340 Cloud Private,Manchester,Summerville
919,21 Standish Side road,Clarendon,Yuma
513,840 Tamalpais Close,Portland,St. Marys
985,574 Wiese Court,Trelawny,Emporia
770,1130 Stanton Highway,Clarendon,Gadsden
1019,394 Kronquist Court,St. Thomas,Cathedral City
746,233 Verdi Run,Hanover,Sidney
1375,1360 Royal Pike,St Mary,Dana Point
1415,1121 Terry A Francois Hill,St. Elizabeth,Bonney Lake
1138,789 Spencer Arcade,St. Catherine,Murfreesboro
595,233 Rankin Lane,St. Catherine,Commerce City
1203,1387 Arguello Circle,Westmoreland,Pawtucket
1213,173 Salinas Route,Clarendon,South Portland
678,430 Encanto Loop,St. Catherine,Norfolk
1318,143 Acme Place,Manchester,El Dorado
867,499 Kenwood Trail,Kingston,San Antonio
1510,762 Villa Loop,St.Andrew,Walla Walla
666,1142 De Forest Row,St. James,Simi Valley
1564,1243 Chase Parade,St. Ann,Long Beach
1025,1009 Grand View Bend,St Mary,Coon Rapids
819,96 Cloud Trace,St Mary,Wayne
985,393 Moore Promenade,St. Catherine,Merced
527,551 Stillings Concession road,Hanover,Derby
1067,473 Texas Thruway,St. James,College Park
475,1143 Louisburg Grove,St.Andrew,Cutler Bay
941,766 Fallon Thruway,St. James,Galt
1030,848 Pine Square,Portland,Taunton
1092,498 Marston Trace,St.Andrew,Eustis
1096,1166 Liggett Boulevard,St.Andrew,Kalamazoo
1193,1204 Rayburn Townline,Kingston,Waxahachie
1198,363 Pennington Nene,Kingston,Naperville
551,338 Moulton Street,St. James,Pleasantville
1329,557 Pixley Drive,Clarendon,Palm Beach Gardens
803,695 Cleo Rand Trace,St Mary,Chambersburg
699,970 Utah Extension,St. Ann,Whittier
850,755 Avenue B Mall,St. Elizabeth,Bristol
1103,1004 Minnesota Expressway,Kingston,Murfreesboro
784,1112 Midway Freeway,St. Thomas,Eau Claire
1045,388 Battery Nene,St Mary,Bridgeton
1306,193 Transbay Loop Cove,Clarendon,Lewisville
1063,1149 Ogden Green,St. Thomas,Lufkin
1371,1001 Hastings Run,St. Thomas,Sahuarita
1061,219 Bluestone Bypass,Portland,Garden City
1573,824 Merritt Drive,Westmoreland,Roselle
1566,299 Patton Freeway,St. Ann,West Lafayette
1046,490 Lower Fort Mason Brae,St.Andrew,Dickinson
1427,792 Alhambra Road,St. James,Poughkeepsie
1050,1367 Diamond Close,Hanover,Sandy
1585,111 Sedgewick Turnpike,St. Elizabeth,Burlingame
1465,1267 Robinhood Nene,St. Ann,San Rafael
1274,957 Cooper Garden,Manchester,Port Huron
1135,1170 Goettingen Glen,St. Catherine,Gladstone
1301,492 Britton Bay,St.Andrew,Big Spring
972,216 Banks Pike,St Mary,Zion
973,1367 Recycle Close,Portland,Cookeville
1569,292 Santos Plantation,Portland,Charlottesville
1470,1132 Arthur Brae,St.Andrew,Palo Alto
979,811 Yerba Buena Spur,Hanover,Fountain Valley
575,1140 La Bica Avenue,Portland,Lindenwold
1197,1261 Flint Trace,St. Elizabeth,Tyler
1164,69 Lafayette Path,St. Elizabeth,Berwyn
1363,1312 Harlem Cove,St. Elizabeth,Palestine
1025,552 Bella Vista Extension,St Mary,Shakopee
1369,551 Progress Grove,St. James,Richfield
1021,404 Del Monte Row,St. Catherine,Marshall
1182,128 Thomas Mellon Close,Manchester,Universal City
544,868 Michigan Row,St Mary,Eagle Mountain
1155,778 Staples Brae,St. Elizabeth,Euclid
1265,1015 Goleta Terrace,Trelawny,Kernersville
718,742 Still Plantation,St. James,Kerrville
510,176 Cedar Brae,St.Andrew,Ponca City
1441,1397 Edward Highway,St. Elizabeth,Slidell
1358,1184 Thomas Arcade,St Mary,Miramar
766,127 Spreckels Lake Run,Westmoreland,Plainfield
724,716 Trumbull Brae,St.Andrew,Fayetteville
761,361 Lakewood Path,St.Andrew,Moscow
709,1023 Clarence Crescent,St Mary,Mount Clemens
631,399 Lessing Plaza,St Mary,North Plainfield
522,1382 Forest Hill Trail,Portland,Brook Park
777,42 Hugo Row,Kingston,North Richland Hills
1210,116 Diana Pike,Manchester,Columbus
960,857 Sumner Cove,St. Elizabeth,Laguna Woods
915,835 Kinzey Turnpike,St. Thomas,Pearland
985,1367 Farragut Gate,Kingston,Maricopa
1226,468 Laguna Wynd,Clarendon,Rockford
1517,217 Matthew Gardens,Kingston,Homewood
583,859 Arch Parkway,Portland,Schaumburg
1558,637 Old Decatur Loop,St. Catherine,Neenah
964,479 Mariposa Parkway,St. Thomas,Indian Trail
1075,880 Forest Hill Annex,Kingston,Linden
1033,1170 Long Bridge Cove,St Mary,Washington
681,1260 D High Street,St. Catherine,Edina
784,10 Hayes Side road,St. James,Newburgh
1276,244 Charles Concession road,Clarendon,Howard
906,181 Howth Sideline,St.Andrew,Campbell
1244,556 Halleck Glen,Portland,Walnut Creek
1274,838 Newton Park,Clarendon,Ashland
456,387 Islais Spur,St. Ann,Fairfax
1255,1201 Galilee Freeway,St Mary,El Dorado
1551,724 Kensington Place,St. Ann,Mason City
1054,1073 Channel Run,St. Thomas,Calabasas
1393,915 Stanford Heights High Street,Portland,Miami Lakes
614,1323 Salmon Freeway,St. Thomas,Culver City
947,72 Bush Loop,Westmoreland,Arlington Heights
1175,29 Rey High Street,St. James,Mount Pleasant
1185,90 Church Grove,Hanover,Downey
1175,87 Lassen Wynd,Hanover,Newburgh
1348,71 Matthew Route,Westmoreland,Redlands
623,321 Ridge Private,St. James,Spring Hill
1240,375 Mccoppin Boulevard,Portland,Spartanburg
1381,677 Missouri Highway,St. James,Galesburg
1171,979 San Benito Pike,Portland,Ann Arbor
836,585 Russian Hill Glen,Trelawny,Forest Lake
608,911 Nordhoff Arcade,St. James,Pullman
846,277 Public Nene,Hanover,Sayreville
1063,98 North Van Horn Bend,Hanover,Altamonte Springs
839,155 Ramsell High Street,St. Ann,Asheboro
643,241 Dr Carlton B Goodlett Mews,Hanover,Cape Girardeau
1233,738 Gambier Turnpike,Westmoreland,Parkersburg
982,64 Jasper Parkway,Manchester,Garfield
1547,108 Van Buren Garden,Kingston,Huntersville
1493,890 Hotaling Road,Clarendon,Rialto
1488,1158 Deems Ferry,Manchester,Winter Park
1145,1013 Greenspring Trace,St. Elizabeth,Chico
1082,1267 Stevenson Nene,Manchester,Port Arthur
712,24 Boylston Path,Hanover,Oakland Park
1402,1312 Mercato Row,Westmoreland,Enterprise
921,405 Park Trace,St.Andrew,South Plainfield
1114,9 Moore Townline,Portland,Alamo
1490,1338 Rose High Street,Hanover,Naugatuck
1129,1327 Public Street,Clarendon,Round Lake Beach
1202,979 Attridge Glen,St. Elizabeth,Oshkosh
1126,1366 Shaw Extension,St. Elizabeth,Hialeah
1199,819 San Jose Mews,St. Elizabeth,Griffin
1280,839 Lottie Bennett Square,St. Elizabeth,Queen Creek
992,1205 Meda Nene,Hanover,Rutherford
813,1179 Columbia Square Crescent,Manchester,Hemet
1411,1254 Belgrave Townline,St Mary,Maricopa
513,1249 Collins Arcade,Portland,Lenexa
554,1176 Gough Manor,Manchester,Chattanooga
927,1167 Shields Viaduct,Clarendon,St. Petersburg
1477,1232 Dorantes Freeway,St. Thomas,Tustin
730,607 Ottawa Plantation,Trelawny,Johnstown
1375,729 Greenview Pike,St. Catherine,Sterling Heights
1358,1153 Cecilia Stravenue,St. Elizabeth,South El Monte
613,889 Union High Street,Trelawny,Darien
807,33 Chula Park,St. Elizabeth,Longview
1509,276 Cherry Boulevard,Kingston,Worcester
963,1127 Fort Funston Esplanade,St. Ann,Waukegan
697,25 Putnam Promenade,St. Catherine,Yukon
578,1349 Cottonwood Place,St. Elizabeth,Eustis
1175,785 Havens Field,St. Elizabeth,Davenport
1312,367 Adele Stravenue,Westmoreland,Reno
546,1076 Westwood Run,Westmoreland,Madisonville
738,1109 Schofield Turnpike,St.Andrew,Rock Springs
1125,1038 Opalo Point,Westmoreland,Sterling Heights
1544,1392 El Dorado Field,St. James,Renton
768,707 Fuente Place,St. Elizabeth,Inkster
745,292 Sylvan Pike,St. Thomas,Twinsburg
1148,949 Tandang Sora Alley,St. Ann,Tempe
797,1258 Petrarch Drive,Clarendon,Winona
679,546 Sawyer Arcade,St.Andrew,Pelham
1282,1399 Berkeley Sideline,St. James,West Chicago
1195,211 Lucky Manor,St. Elizabeth,Bangor
1155,377 Fratessa Mall,Clarendon,Sebastian
1297,455 Woodside Mews,Portland,Medford
715,134 Rod Private,St. Thomas,Winter Garden
1260,276 Waithman Street,St. Elizabeth,Cleveland Heights
702,1310 Acton Grove,St. Catherine,Belton
678,1127 Banneker Heights,St Mary,Walla Walla
544,1168 Morrell Plaza,St.Andrew,Bolingbrook
1551,1338 Bowling Green Street,St. Elizabeth,Prior Lake
1013,1175 Montcalm Point,Trelawny,Panama City
1149,960 Clyde Lane,Clarendon,Paso Robles
964,873 Boylston Trace,Westmoreland,Rolling Meadows
1481,1349 Yukon Point,St. Catherine,Eustis
670,951 Bromley Terrace,St. Elizabeth,Valdosta
1258,1292 Page Freeway,St. Thomas,Rohnert Park
1305,153 Conwell Ferry,Portland,Sandy
850,74 Fontinella Expressway,Clarendon,Lake Zurich
548,637 Masonic Arcade,Westmoreland,Conroe
1556,447 Olmstead Route,Portland,Sapulpa
994,135 Wetmore Brae,St. Thomas,Lancaster
1204,1140 Armstrong Bay,St. Thomas,Edina
846,357 Santa Clara Extension,St. James,Del City
578,91 Wheeler Field,St. Elizabeth,Harvey
1080,297 Addison Crescent,St. Catherine,Nashville
1025,390 Worcester High Street,St. James,Harrisburg
1416,605 John F Kennedy Park,Manchester,Sedalia
1434,343 Lois Green,Clarendon,South Burlington
1348,1157 Faxon Plantation,St Mary,Fond du Lac
1407,388 Nahua Pike,Hanover,University Park
1081,1028 Laskie Expressway,St. James,Edwardsville
778,923 Jerrold Field,St. James,Cabot
995,1313 Reed Field,St.Andrew,Anacortes
459,987 Alpine Road,St. James,Chattanooga
1189,391 Garden Promenade,St.Andrew,Natchez
757,1046 Alameda Bend,St. James,Bryan
1068,547 Fernwood Park,Kingston,Fort Walton Beach
928,530 Juan Bautista High Street,Clarendon,Fountain
1233,333 Himmelmann Pike,St Mary,Rochester
1352,502 Wagner Private,St. James,Ceres
856,664 San Gabriel Lane,St. Thomas,Forest Lake
800,195 Bruce Extension,St. Ann,Fitchburg
1033,1029 Blanche Court,St. Elizabeth,New York
1248,26 Yukon Garden,Portland,Georgetown
1190,451 Newburg Hill,St Mary,Oceanside
1540,735 Cooper High Street,St. James,Savannah
1081,695 Jersey Parade,Trelawny,Wauwatosa
1069,370 Knollview Side road,Hanover,Poplar Bluff
812,1027 Laussat Garden,St. Thomas,San Luis
698,407 Larkin Place,St. James,Slidell
964,1004 Somerset Park,Trelawny,Glenview
1513,690 Highland Route,Kingston,Northbrook
811,609 Chattanooga Route,St. Elizabeth,Roseburg
813,149 San Gabriel Row,Clarendon,Wellington
728,833 Mirabel Townline,St Mary,Richmond
966,8 Catherine Bay,Kingston,Amsterdam
1071,306 Elgin Route,St. James,Biddeford
608,112 Buckingham Path,St. Ann,Bethlehem
948,542 Whitecliff Gate,St. Catherine,Victorville
481,326 Hastings Annex,St Mary,Brighton
1104,825 Texas Extension,Kingston,Temecula
1511,1258 Marsily Plantation,Kingston,Forest Lake
963,1103 Cranleigh Grove,St. Catherine,Thornton
1580,741 Brant Bypass,St. Ann,Kingston
1480,3 La Playa Walk,Trelawny,Burton
615,458 Gerke Stravenue,Hanover,Paramus
1034,290 Franconia Sideline,Manchester,Des Plaines
487,361 Wedemeyer Viaduct,St. Catherine,Lake Worth
533,628 Wilson Spur,Westmoreland,Burien
1501,554 Guy Bend,Manchester,Camarillo
1103,1150 Adam Sideline,St. James,Valdosta
964,1025 Taber Place,St. Thomas,Newport News
1139,1170 Bellair Thruway,St.Andrew,Morgan Hill
857,261 Beachmont Terrace,Trelawny,Carlsbad
1264,706 James Point,St. Elizabeth,La Habra
1306,856 Seal Cove Boulevard,Westmoreland,Clemmons
524,405 Cedar Spur,Trelawny,Arroyo Grande
1235,707 Ver Mehr Park,Manchester,Fountain
1271,701 Soule High Street,St Mary,Moraga
1486,527 Day Field,Westmoreland,Cambridge
486,519 Minnesota Gardens,Westmoreland,Herriman
877,911 Marin Concession road,St. Ann,Chandler
811,1053 Oloran Highway,Clarendon,Deltona
467,1103 Key Line,Westmoreland,Tinton Falls
1060,801 York Plantation,St. Thomas,Shawnee
1300,802 Northridge Green,St. Ann,Sunnyvale
1571,314 Milton I Ross Green,Kingston,Maple Heights
1294,351 Ophir Pike,Clarendon,Leominster
967,1397 Sargent Park,St. Ann,Mentor
1476,1284 Simonds Trace,St. Ann,Chambersburg
616,832 Elm Ferry,Kingston,Chesapeake
845,1000 De Soto Expressway,Westmoreland,Kaysville
1068,641 Langdon Square,St.Andrew,New Albany
1160,1182 College Drive,Clarendon,East Ridge
1564,459 Edie Cove,St.Andrew,Lino Lakes
552,1314 El Plazuela Line,Portland,Concord
910,909 Schwerin High Street,St Mary,Fairview Heights
1285,811 Oxford Lane,St. Elizabeth,Garfield Heights
1236,37 Leo Plaza,Westmoreland,Riverside
1415,58 Panama Trace,St. Thomas,Bristol
1203,1197 Hearst Annex,St. Thomas,Lowell
1078,665 Burke Avenue,Clarendon,Portland
1539,402 Barneveld Mall,Portland,Clarksdale
1218,515 Saul Trail,Trelawny,Lewiston
990,494 Guttenberg Street,St. Catherine,Waco
1401,800 Lomita Freeway,St. Elizabeth,Rio Rancho
861,287 Dorman Drive,Clarendon,Santa Barbara
657,634 Santa Ysabel Boulevard,Kingston,Maricopa
701,1124 Ivy Pike,St Mary,Arcadia
812,1259 Page High Street,Westmoreland,Norco
579,1146 Pacheco Place,St. James,Eden Prairie
944,630 Graystone Side road,St Mary,Glendora
1090,637 Larkin Mews,Kingston,Mesquite
898,316 Monticello Manor,Westmoreland,Houston
765,849 Sussex Sideline,Trelawny,Harker Heights
1156,1237 Chumasero Bend,St.Andrew,Shelbyville
1164,885 Wheat Viaduct,St.Andrew,Jacksonville Beach
1563,1157 Walter U Lum Walk,St.Andrew,Kearny
765,238 Malden Spur,Hanover,Johns Creek
570,65 Espanola Manor,St. James,Bloomingdale
563,58 Cassandra Path,St. Catherine,Kalispell
970,574 Funston Walk,Clarendon,Greenwood
1255,561 Sandpiper Cove Parade,Kingston,Natchitoches
1451,397 Elmhurst Expressway,St. Ann,Spring Valley
690,1225 Lucky Side road,Clarendon,Paris
918,1119 Forsyth Road,Manchester,Eagle Mountain
576,1048 Dunshee Side road,St. Thomas,McKeesport
772,1200 Day Expressway,St. James,Vestavia Hills
761,365 Massasoit Townline,Westmoreland,Laredo
615,930 Telegraph Crescent,Clarendon,Scranton
1183,495 Montcalm Plaza,St. Elizabeth,Renton
593,845 Sherwood Parade,Kingston,Bettendorf
949,1087 Tomaso Arcade,Hanover,Bellwood
1470,474 Brumiss Sideline,St. Thomas,Lake in the Hills
845,452 Margrave Turnpike,Hanover,Chillicothe
1421,457 Middle Point Circle,Westmoreland,Kenosha
1556,761 Barry Expressway,Portland,Cypress
747,915 Miguel Mall,Portland,Great Falls
908,21 Cabrillo Extension,Trelawny,Gadsden
505,1038 Scenic Plaza,St.Andrew,Ashland
1341,762 Avon Lane,St. Elizabeth,Machesney Park
600,396 Avoca Annex,Kingston,Mundelein
958,1201 Cottonwood Loop,Trelawny,Moses Lake
728,209 Belgrave Arcade,St. Elizabeth,Marshalltown
845,1333 Freelon Bay,St Mary,Biloxi
804,767 Monte Vista Walk,St.Andrew,Bell
684,1031 Koret Heights,St Mary,Hagerstown
1039,1249 Hattie Green,Manchester,Eagan
930,1235 Kearny Parkway,St. Ann,Bloomingdale
1507,956 Wheeler Heights,Hanover,North Plainfield
1029,1266 Illinois Mews,Trelawny,Hobart
754,1047 Mcnair Loop,Westmoreland,North Chicago
1275,1180 Ford Square,Kingston,Harker Heights
1188,272 Romolo Loop,Portland,Wildwood
1341,1245 Amethyst Terrace,Trelawny,East Palo Alto
896,319 Alana Drung,St. Thomas,Eagle Pass
818,1182 Oliver Green,Kingston,Austin
1472,450 Hamilton Gate,St. Elizabeth,Texas City
486,1206 Venard Brae,Clarendon,East Moline
930,219 Arbor Expressway,Hanover,Overland Park
1213,581 Everglade Pike,Clarendon,Menasha
1204,1114 De Boom Mall,Hanover,Hemet
985,1065 Colin Spur,Trelawny,Hoffman Estates
698,612 Newman Nene,St. Thomas,Yakima
934,515 Parque Bay,St. Catherine,Palatine
979,1047 De Wolf Parkway,Kingston,Beverly Hills
1566,1321 Arelious Walker Street,Kingston,Allentown
1385,228 Henry Bay,Clarendon,Garden Grove
1238,718 Stoneridge Park,St. Thomas,Garden City
1181,967 Taber Spur,St Mary,Alabaster
973,840 Landers Promenade,St.Andrew,Waco
1128,825 Rolph Gardens,St. Ann,Casper
1427,548 Ingerson Promenade,St. James,Dover
1550,742 Mateo Concession road,St. Thomas,Burton
580,1063 Croaker Concession road,Westmoreland,Ruston
1405,273 Lucky Court,St Mary,Prichard
1564,113 Ninth Circle,St. James,Ashland
1015,1228 South Van Ness Circle,Westmoreland,South Plainfield
585,295 Barry Row,Portland,Broadview Heights
1138,1016 Flint Hill,St Mary,Matteson
1457,137 Custer Nene,Portland,Russellville
1054,944 Fallon Road,Trelawny,Wisconsin Rapids
752,1218 Acevedo Crescent,Westmoreland,Hamilton
1026,862 Daggett Trace,Westmoreland,White Bear Lake
791,689 Burlwood Hill,Trelawny,Pensacola
1112,640 Eldridge Road,Hanover,Berea
780,253 Marietta Pike,Manchester,Fort Wayne
1222,319 Union Mall,Portland,Forest Grove
881,402 Larkin Avenue,St. Elizabeth,Wentzville
1025,723 Arbol Boulevard,Westmoreland,College Station
1015,661 Western Shore Street,St.Andrew,Mayfield Heights
970,547 Sandpiper Cove Stravenue,St. Thomas,Tupelo
1228,86 Sternberg Bypass,St. James,St. Joseph
800,508 Atalaya Parade,Portland,Anniston
1116,1252 Esmeralda Stravenue,St. Elizabeth,Palm Beach Gardens
1425,19 Ivy Place,St. Elizabeth,Melbourne
1049,497 R Route,Westmoreland,Ashtabula
1363,1360 Ggp Access Road Townline,St. Elizabeth,Holly Springs
496,122 Stone Circle,St. Thomas,Farmington Hills
652,128 Cook Private,St.Andrew,Laguna Hills
1088,293 Baldwin Sideline,Manchester,Apex
1440,812 Rainey Side road,Hanover,Lafayette
1392,768 Bemis Drung,Kingston,Lemoore
795,589 Noriega Line,St. Ann,Melrose
803,472 Whitecliff Plantation,Manchester,Corvallis
1522,1025 Gonzalez Grove,Kingston,Acworth
1519,1173 San Anselmo Loop,St. Catherine,Plymouth
1199,637 Clifford Row,Clarendon,Germantown
1162,1357 Cecilia Cove,St. Ann,Grand Junction
1114,72 Cutler Plantation,St. Catherine,Eugene
571,714 Williar Promenade,Trelawny,Arlington
1116,1139 Lawrence Plaza,St. James,Madison
1347,1289 Rosemary Route,St. Ann,Taylor
902,410 Amity Concession road,Portland,Austin
874,994 Veterans Cove,Portland,Harker Heights
696,890 Saroyan Drung,St.Andrew,Lansing
648,1069 Murray Sideline,Clarendon,Soledad
1414,63 Rossmoor Trail,St. Catherine,La Mirada
777,86 Blandy Street,Portland,Mineral Wells
1419,326 Bryant Drive,St. Catherine,Reading
1519,745 Mariposa Square,Kingston,Azusa
843,889 Innes Bay,St. Elizabeth,Gilbert
674,692 Brice Thruway,St.Andrew,Antioch
1098,1296 Kern Place,St Mary,Covington
913,1361 Gonzalez Cove,Kingston,Woodbury
689,1249 Lowell Heights,Trelawny,San Francisco
1212,851 Harlow Lane,St.Andrew,Burnsville
1276,38 Wedemeyer High Street,St. James,Holly Springs
1542,244 Greenspring Pike,Kingston,Rochester
709,609 Marina Promenade,St. Elizabeth,Cabot
1093,579 Washburn Row,Trelawny,Bremerton
892,364 Vienna Row,Westmoreland,El Dorado
602,1059 Omar Hill,Portland,Paragould
780,300 Cesar Chavez Garden,Westmoreland,San Juan Capistrano
1163,99 Bromley Manor,St. Thomas,Norwich
585,503 Prentiss Thruway,Hanover,Morton Grove
547,810 Ahern Point,Hanover,Topeka
523,1071 Hotaling Spur,St. Thomas,Fountain Valley
1195,841 Vidal Thruway,Manchester,Oak Forest
1322,534 Cortes Thruway,St. James,Virginia Beach
1544,702 Manor Drive,Portland,Scranton
769,383 Cameron Park,St.Andrew,Ada
592,677 Fremont Mall,Manchester,Dinuba
786,472 Lettuce Road,St. Catherine,Highland Village
1266,128 Pontiac Path,Clarendon,Cabot
808,831 Lusk Park,Westmoreland,Andover
911,1370 Ina Bay,Kingston,Colton
538,1353 Francis Expressway,Manchester,Kankakee
802,1219 Market Garden,Clarendon,Dothan
1032,570 Kronquist Court,St. Thomas,East St. Louis
457,130 Dewitt Glen,Westmoreland,Pacifica
1382,300 Tioga Street,Westmoreland,Tarpon Springs
1109,1226 Cordelia Drive,St. Ann,Papillion
1275,1221 Tamalpais Park,St. Elizabeth,Chino
1016,1302 Hahn Line,St. Catherine,Parkland
701,213 Anson Gardens,Manchester,Midland
1008,123 Central Magazine Annex,Hanover,Tallmadge
693,482 Fairmount Nene,Clarendon,Bellflower
1316,190 Milton Plaza,St. Ann,Pampa
1506,608 Woodhaven Crescent,Portland,Hollister
794,1030 Dakota Mall,St.Andrew,Buena Park
808,910 Mercato Gate,St. Catherine,Beckley
1108,884 Fredson Glen,Kingston,Carmel
1543,108 Jamestown Place,St. Elizabeth,Orem
1050,607 Rawles Annex,St Mary,Mankato
511,1186 Ogden Walk,Kingston,Searcy
462,628 Bacon Walk,Westmoreland,Quincy
1563,1365 El Plazuela Cove,St. Catherine,Southgate
1048,218 Gilroy Terrace,St. Thomas,Elmira
1153,592 Mill Manor,Kingston,Skokie
1142,137 Cushman Pike,Portland,Greenbelt
929,73 Capen Close,St Mary,Holyoke
988,579 Levant Square,Kingston,Forest Park
484,274 Walbridge Loop,Hanover,Arlington
1379,502 Sunglow Bay,Clarendon,North Royalton
1145,711 Elim Viaduct,St.Andrew,Tamarac
997,722 Edith Trace,Manchester,San Ramon
1538,70 Norwich Park,Kingston,Lumberton
1557,472 Lancaster Circle,St Mary,Plantation
533,913 Longview Plaza,Hanover,Cabot
1581,728 Greenspring Trail,Portland,Vallejo
657,670 Fenton Street,Hanover,Newport Beach
1070,837 Kobbe Sideline,Manchester,Livonia
579,1140 Sturgeon Manor,Trelawny,San Gabriel
511,528 San Jose Field,Kingston,West Palm Beach
796,880 Roach Promenade,St. Catherine,Elk River
1189,249 Alpine Ferry,St. Ann,Junction City
1371,55 Mammon Townline,St.Andrew,Laguna Woods
1376,1327 Woodacre Ferry,Portland,Nicholasville
1040,274 Battery Dynamite Lane,Westmoreland,Brockton
722,217 Fernwood Gate,St. Elizabeth,Carteret
588,577 Lakewood Place,St. Elizabeth,Patterson
871,1105 Craut Avenue,St. Catherine,Woodridge
883,407 Sears Freeway,St Mary,Natchez
675,32 Jerrold Turnpike,Clarendon,North Plainfield
475,909 Varney Ferry,Manchester,Agoura Hills
1570,746 Rae Terrace,Westmoreland,Pasadena
493,236 Hoff Parkway,Hanover,Round Lake
622,274 Pinar Route,St. Elizabeth,Little Rock
1452,968 Terra Vista Hill,St. James,Mobile
670,1391 Casa Circle,Kingston,Angleton
1299,1280 Kenny Highway,St. Elizabeth,Shelton
465,564 Spencer Highway,St. Thomas,Indian Trail
1128,286 Rockland Alley,St. Catherine,Newberg
1332,316 Bluxome Place,St Mary,Temple City
1341,293 Tara Pike,Manchester,Collinsville
704,20 Carolina Brae,Trelawny,Elmira
1139,1178 Connecticut High Street,Hanover,Allentown
458,637 Richards Side road,Westmoreland,San Pablo
469,381 Teddy Sideline,Portland,Las Cruces
947,209 Toyon Concession road,Trelawny,Casselberry
1205,285 Garden Promenade,St. Catherine,Colton
650,640 Windsor Mill Nene,Clarendon,Miami Gardens
1453,227 Hayes Heights,St. Catherine,Mission Viejo
1535,1297 Bass Mall,St. James,Salinas
980,893 Surrey Promenade,Portland,Nashville
706,786 Alta Sideline,Hanover,Mayfield Heights
1259,443 Fell Townline,Trelawny,Fountain Hills
1329,535 Silverview Nene,Trelawny,West Chicago
1423,128 Mcdowell Nene,St Mary,Vancouver
1455,647 Avenue M Alley,St. James,Buffalo Grove
684,137 Hernandez Plaza,St. Thomas,Stamford
1340,265 Texas Arcade,Kingston,Raleigh
1319,772 Beatrice Bend,Kingston,Tupelo
617,26 Villa Pike,Westmoreland,Worcester
1377,759 Wallace Bay,Clarendon,Gilroy
867,1334 Nichols Expressway,Portland,Plantation
761,412 Acacia Lane,Portland,Brea
958,682 Santa Clara Viaduct,St. Catherine,Boulder
1255,1056 Miles Line,St. Elizabeth,Hampton
625,254 Young Concession road,St.Andrew,Payson
1059,668 Woodland Hill,St. Ann,Delano
1264,458 Carter Boulevard,Kingston,Palmdale
1424,1297 Selma Path,Clarendon,Findlay
1193,1208 Moore Avenue,St.Andrew,Littleton
920,488 Eucalyptus Line,St. Thomas,Gretna
1421,376 Lone Mountain Turnpike,Trelawny,St. Louis
1429,1113 Oak Hills Circle,St. Thomas,Leesburg
535,69 Grove Spur,St. Elizabeth,Maple Valley
1579,319 Norton Highway,St. James,Keller
1291,49 Hemdale High Street,St. Catherine,Poplar Bluff
777,485 Acton Walk,St.Andrew,Daly City
1235,1273 Exchange Townline,Kingston,Ceres
1116,958 Marina Green Crescent,St. Ann,Harker Heights
1383,1209 Richards Point,St.Andrew,Ansonia
1165,685 Dormitory Extension,St Mary,Spanish Fork
663,1000 Balmy Stravenue,Trelawny,Normal
845,1225 Walter U Lum Mall,St.Andrew,Shelbyville
1270,177 Mclaren Road,St Mary,Newberg
756,1043 Rio Line,Hanover,Godfrey
1494,1369 Turner Trace,St. James,Roanoke Rapids
985,307 King Drive,Portland,Vestavia Hills
1327,907 Merced Grove,St. Elizabeth,Faribault
1382,1143 Cortland Loop,Hanover,Erlanger
828,595 Scotland Close,Trelawny,Ontario
748,981 Turner Promenade,St Mary,Arlington Heights
549,1053 Millwright Cottage Access Route,St. Thomas,Manitowoc
1077,665 Taraval Highway,St. Elizabeth,Peabody
1172,415 Charles J Brenham Cove,Manchester,Lemon Grove
1235,112 Candlestick Cove Close,St Mary,Denton
679,1330 Foote Alley,Clarendon,Gilbert
1337,496 La Grande Mall,St. Elizabeth,Kinston
1384,798 Catalina Parade,Hanover,Pine Bluff
1095,1281 Arkansas Hill,Hanover,Durham
1317,861 Fuente Point,Trelawny,Chanhassen
923,137 Detroit Drive,Portland,Montclair
1290,67 Stern Grove Lane,Clarendon,Addison
1384,129 Powell Arcade,St. Elizabeth,Upland
1350,712 Crissy Field Plantation,Trelawny,Alsip
1013,450 Custer Lane,Clarendon,Rocky River
1291,517 Farnsworth Place,St. Catherine,Colton
895,140 Dwight Square,Clarendon,Seguin
626,316 Dodge Arcade,St. Catherine,Port Angeles
1237,51 Carter Walk,St. Elizabeth,Broadview Heights
705,1178 Saddleback Parade,St. Ann,Wildwood
1165,209 Melra Route,St. Thomas,Smyrna
641,1289 Hobart Annex,Manchester,Country Club Hills
1471,100 Lakewood Path,St. James,Fond du Lac
722,1353 Rainey Court,St. Thomas,Baton Rouge
678,1141 Wedemeyer Promenade,Trelawny,Hemet
1531,488 Baxter Plaza,St.Andrew,Laramie
628,200 Grote Park,Westmoreland,Plantation
1285,1233 Marine Parkway,St.Andrew,Sikeston
549,499 Silver Line,St. Catherine,Oceanside
710,725 Lamson Private,Kingston,Agawam
1012,1223 Dorland Field,Kingston,Clifton
1337,1324 Ridge Trace,St. Ann,Rancho Palos Verdes
815,708 Palmetto Close,Westmoreland,Pinecrest
1379,918 Ahern Grove,Hanover,Rialto
1416,1383 Blake Turnpike,Portland,Lisle
913,19 Moraga Sideline,Hanover,Sacramento
